system   D            wsystem.c:583  maybe_parent_dir                 [   0.00075] Also searching C:\Users\Adam\Documents\Visual Studio 2012\Projects\Parrot_1.0\
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.62442] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.62443] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.62697] added dtor for object 00457EB8, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.73798] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.73813] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77916] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77924] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77931] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77933] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77934] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77936] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77938] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.77939] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.77941] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.77943] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.77944] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.77946] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.78171] added dtor for object 00457FC8, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.89029] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.89038] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93125] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93131] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93133] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93134] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93136] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93138] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93139] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93141] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.93143] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.93145] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.93146] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.93148] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.93150] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.93355] added dtor for object 004580D8, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.96582] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.96595] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00748] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00753] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00755] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00757] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00759] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00760] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00762] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00764] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.00766] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.00767] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.00769] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.00771] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.00773] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.00955] added dtor for object 004581E8, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.04292] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.04307] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08417] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08421] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08423] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08425] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08427] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08429] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.08434] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.08436] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.08438] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.08440] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.08441] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.08636] added dtor for object 004582F8, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.11877] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.11889] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16028] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16033] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16035] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16037] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16039] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16040] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16042] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16044] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.16046] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.16047] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.16049] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.16051] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.16053] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.16257] added dtor for object 00458408, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.19472] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.19489] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23552] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23556] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23559] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23561] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23562] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23564] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23566] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23567] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.23569] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.23571] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.23573] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.23575] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.23577] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.23810] added dtor for object 00458518, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.27167] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.27186] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31221] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31225] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31227] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31229] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31231] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31232] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31234] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31236] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.31237] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.31239] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.31241] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.31243] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.31245] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.31471] added dtor for object 00458628, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.34713] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.34734] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38726] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38732] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38734] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38736] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38738] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38740] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38741] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38743] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38745] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.38747] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.38749] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.38751] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.38753] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.38989] added dtor for object 00458738, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.42447] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.42461] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46482] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46486] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46488] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46490] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46492] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46494] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46495] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46497] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46499] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.46500] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.46502] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.46504] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.46506] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.46740] added dtor for object 00458848, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.50076] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.50097] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54005] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54008] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54010] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54012] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54013] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54015] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54016] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54018] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54019] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.54021] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.54023] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.54024] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.54026] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.54284] added dtor for object 00458B58, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.57570] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.57591] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61620] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61628] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61631] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61632] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61634] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61636] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61637] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61639] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.61640] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.61642] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.61643] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.61645] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.61647] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.61926] added dtor for object 00458C68, func 53932595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.65131] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.65153] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   1.69076] added dtor for object 004568C8, func 539327A7
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.70019] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.70025] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.71000] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.71006] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.71744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.71750] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.72387] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.72393] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.73026] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.73032] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.73676] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.73682] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74321] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74326] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74948] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74954] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.75580] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.75585] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.76199] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.76205] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.76819] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.76825] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.77447] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.77453] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.78075] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.78081] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.78693] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.78699] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.79315] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.79321] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.79935] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.79941] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.80555] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.80560] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.81188] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.81193] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.81814] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.81820] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.00457] removed dtor for object 004580D8
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.00666] removed dtor for object 004581E8
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.00873] removed dtor for object 004582F8
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.01095] removed dtor for object 00458408
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.01325] removed dtor for object 00458518
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.01553] removed dtor for object 00458628
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.01781] removed dtor for object 00458738
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.02006] removed dtor for object 00458848
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.02233] removed dtor for object 00458B58
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.02458] removed dtor for object 00458C68
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  20.02687] destroying display 0043C6E0 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.02692] converting display bitmap 00457FC8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.03033] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.03038] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.03943] converting display bitmap 00457EB8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.04357] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.04362] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.05360] converting display bitmap 00457DA8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.05748] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.05753] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.06650] converting display bitmap 004567B8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.07007] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.07012] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.07907] converting display bitmap 00456648 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.08256] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.08261] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.09154] converting display bitmap 00456538 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.09541] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.09546] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.10515] converting display bitmap 004577E0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.10845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.10850] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.11750] converting display bitmap 004576D0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.12094] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.12099] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  20.13005] converting display bitmap 0045A958 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  20.13392] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  20.13397] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  20.14332] waiting for display 0043C6E0's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  20.14651] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  20.16239] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.16270] removed dtor for object 0045A958
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.16420] removed dtor for object 004577E0
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.16592] removed dtor for object 00456538
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.16791] removed dtor for object 00456648
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.16961] removed dtor for object 004567B8
