system   D            wsystem.c:583  maybe_parent_dir                 [   0.00047] Also searching C:\Users\Adam\Documents\Visual Studio 2012\Projects\Parrot_1.0\
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.82890] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.82891] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.83081] added dtor for object 004479E8, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.94350] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.94361] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98424] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98427] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98428] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98436] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98438] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98439] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98440] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98441] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.98443] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.98444] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.98445] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.98446] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.98447] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.98628] added dtor for object 00447AF8, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.09803] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.09812] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.13993] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.13996] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.13998] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.13999] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.14001] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.14002] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.14003] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.14004] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.14005] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.14007] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.14008] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.14010] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.14011] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.14192] added dtor for object 00447D08, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.17901] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.17912] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22107] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22111] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22112] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22113] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22115] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22116] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22118] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22119] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.22120] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.22121] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.22123] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.22125] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.22126] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.22296] added dtor for object 00447E18, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.26029] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.26040] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30179] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30182] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30183] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30186] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30187] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30188] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30190] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30192] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.30193] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.30194] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.30195] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.30196] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.30198] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.30371] added dtor for object 00447F28, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.34233] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.34247] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38278] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38282] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38283] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38284] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38286] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38288] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38289] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38291] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.38292] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.38293] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.38294] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.38296] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.38297] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.38467] added dtor for object 00448038, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.42227] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.42241] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46278] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46280] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46282] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46284] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46285] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46286] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46287] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46289] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.46290] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.46291] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.46293] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.46294] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.46296] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.46465] added dtor for object 00448148, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.50281] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.50290] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54392] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54395] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54397] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54398] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54399] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54400] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54401] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54403] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.54404] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.54405] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.54407] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.54408] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.54410] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.54578] added dtor for object 00448258, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.58325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.58329] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62407] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62410] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62412] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62413] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62414] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62415] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62417] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62418] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.62419] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.62420] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.62422] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.62424] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.62425] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.62598] added dtor for object 00448368, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.66432] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.66445] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70469] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70473] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70474] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70475] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70477] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70478] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70479] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70481] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.70482] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.70483] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.70484] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.70486] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.70487] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.70666] added dtor for object 00448478, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.74588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.74601] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78661] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78665] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78666] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78667] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78669] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78670] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78671] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78673] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.78674] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.78675] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.78676] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.78678] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.78679] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.78851] added dtor for object 00446B20, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.82050] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.82057] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86646] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86651] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86652] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86654] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86655] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86656] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86657] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86658] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   1.86660] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   1.86661] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   1.86662] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   1.86664] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   1.86665] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   1.86849] added dtor for object 00448848, func 553D2595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.90769] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.90780] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   1.94763] added dtor for object 00447C08, func 553D27A7
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.95940] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.95943] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.96893] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.96897] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.97638] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.97642] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98264] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98268] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.98895] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.98900] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.99573] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.99576] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00221] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00225] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.00839] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.00843] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.01464] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.01469] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.02085] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.02091] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.02704] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.02709] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.03335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.03339] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.03960] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.03965] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.04596] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.04600] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.05218] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.05223] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.05840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.05845] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.06487] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.06490] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.07117] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.07122] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   2.07753] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   2.07758] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.95829] removed dtor for object 00447D08
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.96015] removed dtor for object 00447E18
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.96208] removed dtor for object 00447F28
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.96414] removed dtor for object 00448038
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.96629] removed dtor for object 00448148
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.96843] removed dtor for object 00448258
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.97067] removed dtor for object 00448368
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.97288] removed dtor for object 00448478
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.97508] removed dtor for object 00446B20
dtor     D               dtor.c:214  _al_unregister_destructor        [  25.97729] removed dtor for object 00448848
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  25.97949] destroying display 0042C2C8 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  25.97953] converting display bitmap 00447AF8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  25.98223] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  25.98227] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.09722] converting display bitmap 004479E8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.10017] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.10021] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.10918] converting display bitmap 00446D70 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.11144] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.11148] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.12046] converting display bitmap 00446C60 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.12266] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.12269] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.13185] converting display bitmap 00446A10 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.13408] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.13412] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.14309] converting display bitmap 00446EB8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.14672] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.14676] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.15638] converting display bitmap 00445EB0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.16117] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.16121] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.17131] converting display bitmap 004472A8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.17380] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.17385] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  26.18350] converting display bitmap 0044A598 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  26.18588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  26.18592] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  26.19593] waiting for display 0042C2C8's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  26.21274] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  26.28119] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  26.28124] removed dtor for object 0044A598
dtor     D               dtor.c:214  _al_unregister_destructor        [  26.28251] removed dtor for object 00445EB0
dtor     D               dtor.c:214  _al_unregister_destructor        [  26.28398] removed dtor for object 00446EB8
dtor     D               dtor.c:214  _al_unregister_destructor        [  26.28552] removed dtor for object 00446A10
dtor     D               dtor.c:214  _al_unregister_destructor        [  26.28727] removed dtor for object 00446C60
